yearmonth;client_type;tariff_type;system_zone;segment;tot_procured_volume;tot_delivery_volume;tot_hedged_volume;tot_open_volume;tot_generation_volume;tot_revenues;tot_hedged_cost;tot_open_cost;tot_generation_cost;tot_balancing_cost;tot_uplift_cost;tot_OPEX_cost;tot_total_cost;tot_margin;hpfc;unit_revenues;unit_hedged;unit_open_cost;unit_generation_cost;unit_balancing_cost;unit_uplift_cost;unit_OPEX_cost;unit_total_cost;unit_margin_cost;voltage;supply
2022-01;contracted;fixed;1;non_strategical;7440,000;7440,000;0,000;7440;0,00;1488000,00000000;0,00000000;1527766,243854860;0,0000000;14490,7393407874;85010,5592264383;0;1627267,542422090;-139267,5424220900;205,344925249310;200,0000000000000;0,000000000000;205,344925249310;0,0000000000000;1,94768001892303;11,4261504336611;0;218,718755701894;-18,71875570189380;HV;PPC
2022-01;contracted;uplift_indexed;1;non_strategical;15867,212;15867,212;15867,212;0;0,00;2115650,05455479;1825533,87551995;0,000000000;0,0000000;30904,2517684160;181301,1512747940;0;2037739,278563160;77910,7759916268;205,344925249310;133,3347064723650;115,050701756550;0,000000000000;0,0000000000000;1,94768001892305;11,4261504336612;0;128,424532209134;4,91017426323079;HV;PPC
2022-01;expected;fixed;1;strategical;391581,450;391581,450;0,000;0;391581,45;38766563,55000000;0,00000000;0,000000000;38766563,5500000;762675,3659459170;4474268,5547311902;0;44003507,470677100;-5236943,9206770901;205,344925249310;98,9999999999999;0,000000000000;0,000000000000;98,9999999999999;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
2022-02;contracted;fixed;1;non_strategical;6720,000;6720,000;0,000;6720;0,00;1344000,00000000;0,00000000;1347936,980683130;0,0000000;13088,4097271628;76783,7309142024;0;1437809,121324500;-93809,1213244974;200,585860220704;200,0000000000000;0,000000000000;200,585860220704;0,0000000000000;1,94768001892304;11,4261504336611;0;213,959690673288;-13,95969067328830;HV;PPC
2022-02;contracted;uplift_indexed;1;non_strategical;21375,997;21375,997;21375,997;0;0,00;2879053,26382148;2487950,38836996;0,000000000;0,0000000;41633,6022414592;244245,3573914910;0;2773829,348002900;105223,9158185880;200,585860220704;134,6862681455970;116,389911000172;0,000000000000;0,0000000000000;1,94768001892305;11,4261504336612;0;129,763741452756;4,92252669284093;HV;PPC
2022-02;expected;fixed;1;strategical;372808,670;372808,670;0,000;0;372808,67;36908058,33000000;0,00000000;0,000000000;36908058,3300000;726111,9974402790;4259767,9463931601;0;41893938,273833402;-4985879,9438334303;200,585860220704;99,0000000000000;0,000000000000;0,000000000000;99,0000000000000;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258430;HV;PPC
2022-03;contracted;fixed;1;non_strategical;7430,000;7430,000;0,000;7430;0,00;1486000,00000000;0,00000000;1416007,952909650;0,0000000;14471,2625405981;84896,2977221017;0;1515375,513172350;-29375,5131723482;190,579805236830;200,0000000000000;0,000000000000;190,579805236830;0,0000000000000;1,94768001892303;11,4261504336611;0;203,953635689414;-3,95363568941430;HV;PPC
2022-03;contracted;uplift_indexed;1;non_strategical;24368,782;24368,782;24368,782;0;0,00;3283587,83529709;2837714,66711995;0,000000000;0,0000000;47462,5897868917;278441,3690170950;0;3163618,625923930;119969,2093731620;190,579805236830;134,7456690817410;116,448769048857;0,000000000000;0,0000000000000;1,94768001892305;11,4261504336612;0;129,822599501441;4,92306958029998;HV;PPC
2022-03;expected;fixed;1;strategical;405709,950;405709,950;0,000;0;405709,95;40165285,05000000;0,00000000;0,000000000;40165285,0500000;790193,1630932720;4635702,9211331597;0;45591181,134226397;-5425896,0842264304;190,579805236830;98,9999999999999;0,000000000000;0,000000000000;98,9999999999999;1,94768001892306;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
2022-04;contracted;fixed;1;non_strategical;7200,000;7200,000;0,000;7200;0,00;1440000,00000000;0,00000000;750277,574625949;0,0000000;14023,2961362458;82268,2831223597;0;846569,153884555;593430,8461154440;104,205218698048;200,0000000000000;0,000000000000;104,205218698049;0,0000000000000;1,94768001892303;11,4261504336611;0;117,579049150633;82,42095084936730;HV;PPC
2022-04;contracted;uplift_indexed;1;non_strategical;24121,648;24121,648;24121,648;0;0,00;3253086,70847582;2811709,74427995;0,000000000;0,0000000;46981,2518330955;275617,5787558230;0;3134308,574868870;118778,1336069560;104,205218698048;134,8617104633900;116,563749884749;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;129,937580337333;4,92413012605757;HV;PPC
2022-04;expected;fixed;1;strategical;362061,180;362061,180;0,000;0;362061,18;35844056,82000000;0,00000000;0,000000000;35844056,8200000;705179,3259137040;4136965,5088688899;0;40686201,654782601;-4842144,8347825902;104,205218698048;98,9999999999998;0,000000000000;0,000000000000;98,9999999999998;1,94768001892306;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
2022-05;contracted;fixed;1;non_strategical;7440,000;7440,000;0,000;7440;0,00;1488000,00000000;0,00000000;789024,190955737;0,0000000;14490,7393407874;85010,5592264383;0;888525,489522964;599474,5104770360;106,051638569320;200,0000000000000;0,000000000000;106,051638569320;0,0000000000000;1,94768001892303;11,4261504336611;0;119,425469021904;80,57453097809621;HV;PPC
2022-05;contracted;uplift_indexed;1;non_strategical;24278,830;24278,830;24278,830;0;0,00;3273240,73943329;2828997,20489994;0,000000000;0,0000000;47287,3920738297;277413,5639332860;0;3153698,160907060;119542,5785262230;106,051638569319;134,8187181768350;116,521150520842;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;129,894980973427;4,92373720340821;HV;PPC
2022-05;expected;fixed;1;strategical;400056,500;400056,500;0,000;0;400056,50;39605593,50000000;0,00000000;0,000000000;39605593,5000000;779182,0514902910;4571105,7509639803;0;44955881,302454203;-5350287,8024542704;106,051638569320;99,0000000000000;0,000000000000;0,000000000000;99,0000000000000;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
2022-06;contracted;fixed;1;non_strategical;7200,000;7200,000;0,000;7200;0,00;1440000,00000000;0,00000000;783819,034418313;0,0000000;14023,2961362458;82268,2831223597;0;880110,613676920;559889,3863230800;108,863754780321;200,0000000000000;0,000000000000;108,863754780321;0,0000000000000;1,94768001892303;11,4261504336611;0;122,237585232906;77,76241476709450;HV;PPC
2022-06;contracted;uplift_indexed;1;non_strategical;22940,580;22940,580;22940,580;0;0,00;3093699,33241544;2673934,47749995;0,000000000;0,0000000;44680,9092885060;262122,5181154390;0;2980737,904903900;112961,4275115440;108,863754780321;134,8570669274900;116,559148787866;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;129,932979240451;4,92408768703945;HV;PPC
2022-06;expected;fixed;1;strategical;386251,860;386251,860;0,000;0;386251,86;38238934,14000000;0,00000000;0,000000000;38238934,1400000;752295,0299938651;4413371,8576414399;0;43404601,027635202;-5165666,8876353102;108,863754780321;99,0000000000000;0,000000000000;0,000000000000;99,0000000000000;1,94768001892306;11,4261504336612;0;112,373830452584;-13,37383045258430;HV;PPC
2022-07;contracted;fixed;1;non_strategical;7440,000;7440,000;0,000;7440;0,00;1488000,00000000;0,00000000;842581,497717488;0,0000000;14490,7393407874;85010,5592264383;0;942082,796284715;545917,2037152860;113,250201306114;200,0000000000000;0,000000000000;113,250201306114;0,0000000000000;1,94768001892303;11,4261504336611;0;126,624031758698;73,37596824130181;HV;PPC
2022-07;contracted;uplift_indexed;1;non_strategical;20820,250;20820,250;20820,250;0;0,00;2796537,23636643;2415672,55559995;0,000000000;0,0000000;40551,1849139827;237895,3085664340;0;2694119,049080370;102418,1872860660;113,250201306114;134,3181391369670;116,025146460775;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;129,398976913359;4,91916222360761;HV;PPC
2022-07;expected;fixed;1;strategical;408864,350;408864,350;0,000;0;408864,35;40477570,65000010;0,00000000;0,000000000;40477570,6500001;796336,9249449630;4671745,5700611100;0;45945653,145006098;-5468082,4950060602;113,250201306114;99,0000000000001;0,000000000000;0,000000000000;99,0000000000001;1,94768001892306;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
2022-08;contracted;fixed;1;non_strategical;7440,000;7440,000;0,000;7440;0,00;1488000,00000000;0,00000000;840257,919699507;0,0000000;14490,7393407874;85010,5592264383;0;939759,218266734;548240,7817332660;112,937892432729;200,0000000000000;0,000000000000;112,937892432729;0,0000000000000;1,94768001892303;11,4261504336611;0;126,311722885314;73,68827711468630;HV;PPC
2022-08;contracted;uplift_indexed;1;non_strategical;25324,500;25324,500;25324,500;0;0,00;3417697,23315726;2954288,67049994;0,000000000;0,0000000;49324,0226392170;289361,5466572530;0;3292974,239796420;124722,9933608370;112,937892432729;134,9561583903830;116,657334616673;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;130,031165069258;4,92499332112526;HV;PPC
2022-08;expected;fixed;1;strategical;356520,870;356520,870;0,000;0;356520,87;35295566,13000000;0,00000000;0,000000000;35295566,1300000;694388,5748280630;4073661,0933597698;0;40063615,798187800;-4768049,6681878297;112,937892432729;99,0000000000001;0,000000000000;0,000000000000;99,0000000000001;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258430;HV;PPC
2022-09;contracted;fixed;1;non_strategical;7200,000;7200,000;0,000;7200;0,00;1440000,00000000;0,00000000;829202,182583006;0,0000000;14023,2961362458;82268,2831223597;0;925493,761841613;514506,2381583880;115,166969803195;200,0000000000000;0,000000000000;115,166969803195;0,0000000000000;1,94768001892303;11,4261504336611;0;128,540800255780;71,45919974422050;HV;PPC
2022-09;contracted;uplift_indexed;1;non_strategical;23404,270;23404,270;23404,270;0;0,00;3155533,50301002;2727290,46299995;0,000000000;0,0000000;45584,0290364803;267420,7098100240;0;3040295,201846450;115238,3011635700;115,166969803195;134,8272560096950;116,529610323242;0,000000000000;0,0000000000000;1,94768001892305;11,4261504336612;0;129,903440775826;4,92381523386843;HV;PPC
2022-09;expected;fixed;1;strategical;396933,150;396933,150;0,000;0;396933,15;39296381,85000000;0,00000000;0,000000000;39296381,8500000;773098,7651031880;4535417,8840070004;0;44604898,499110200;-5308516,6491101896;115,166969803195;98,9999999999999;0,000000000000;0,000000000000;98,9999999999999;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
2022-10;contracted;fixed;1;non_strategical;7450,000;7450,000;0,000;7450;0,00;1490000,00000000;0,00000000;863786,204907334;0,0000000;14510,2161409766;85124,8207307749;0;963421,241779086;526578,7582209130;115,944457034541;200,0000000000000;0,000000000000;115,944457034541;0,0000000000000;1,94768001892303;11,4261504336611;0;129,318287487126;70,68171251287430;HV;PPC
2022-10;contracted;uplift_indexed;1;non_strategical;23417,240;23417,240;23417,240;0;0,00;3154577,44418115;2726121,80359995;0,000000000;0,0000000;45609,2904463257;267568,9069811480;0;3039300,001027420;115277,4431537260;115,944457034541;134,7117527164240;116,415162657937;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;129,788993110521;4,92275960590258;HV;PPC
2022-10;expected;fixed;1;strategical;406710,860;406710,860;0,000;0;406710,86;40264375,14000000;0,00000000;0,000000000;40264375,1400000;792142,6155010110;4647139,4693637202;0;45703657,224864803;-5439282,0848647300;115,944457034541;99,0000000000000;0,000000000000;0,000000000000;99,0000000000000;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258430;HV;PPC
2022-11;contracted;fixed;1;non_strategical;7200,000;7200,000;0,000;7200;0,00;1440000,00000000;0,00000000;838243,553798093;0,0000000;14023,2961362458;82268,2831223597;0;934535,133056699;505464,8669433010;116,422715805291;200,0000000000000;0,000000000000;116,422715805291;0,0000000000000;1,94768001892303;11,4261504336611;0;129,796546257875;70,20345374212511;HV;PPC
2022-11;contracted;uplift_indexed;1;non_strategical;18508,038;18508,038;18508,038;0;0,00;2480657,73533992;2142138,83887995;0,000000000;0,0000000;36047,7358020687;211475,6264199170;0;2389662,201101950;90995,5342379767;116,422715805290;134,0313724955570;115,741000687375;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;129,114831139959;4,91654135559787;HV;PPC
2022-11;expected;fixed;1;strategical;390086,940;390086,940;0,000;0;390086,94;38618607,06000000;0,00000000;0,000000000;38618607,0600000;759764,5386808360;4457192,0586465597;0;43835563,657327399;-5216956,5973274102;116,422715805291;99,0000000000001;0,000000000000;0,000000000000;99,0000000000001;1,94768001892305;11,4261504336612;0;112,373830452584;-13,37383045258430;HV;PPC
2022-12;contracted;fixed;1;non_strategical;7440,000;7440,000;0,000;7440;0,00;1488000,00000000;0,00000000;865855,169697242;0,0000000;14490,7393407874;85010,5592264383;0;965356,468264468;522643,5317355330;116,378383023823;200,0000000000000;0,000000000000;116,378383023823;0,0000000000000;1,94768001892303;11,4261504336611;0;129,752213476407;70,24778652359311;HV;PPC
2022-12;contracted;uplift_indexed;1;non_strategical;15484,908;15484,908;15484,908;0;0,00;2069583,70107940;1786412,71377996;0,000000000;0,0000000;30159,6459064618;176932,8882594040;0;1993505,247945820;76078,4531335782;116,378383023823;133,6516627079350;115,364761210073;0,000000000000;0,0000000000000;1,94768001892306;11,4261504336612;0;128,738591662658;4,91307104527700;HV;PPC
2022-12;expected;fixed;1;strategical;375173,790;375173,790;0,000;0;375173,79;37142205,21000000;0,00000000;0,000000000;37142205,2100000;730718,4944066351;4286792,1633068100;0;42159715,867713399;-5017510,6577134496;116,378383023823;98,9999999999998;0,000000000000;0,000000000000;98,9999999999998;1,94768001892306;11,4261504336612;0;112,373830452584;-13,37383045258420;HV;PPC
